LinkID,PeptidePairIDs,PSMIDs,Protein1,Name1,Description1,Decoy1,Protein2,Name2,Description2,Decoy2,fromSite,ToSite,Croslinkers,Score,isDecoy,isTT,isTD,isDD,count PSMs,count peptide pairs,fdrGroup,fdr,ifdr,PEP,,,Protein1FDR,Protein2FDR,PPIFDR,,top pep fdr,top psm fdr,,PPI id
1699,1685,pLink2_3962;pLink2_4073;pLink2_2847,P0A7T7;P0A7T7,,;,false,P02358,,,false,29;35,114,,1.729,false,true,false,false,3,1,Between,0,0,0.001,1,,0.122,0.126,0,,0,0,,284
1105,826;2989,pLink2_3864;pLink2_3963;pLink2_2764,P0A7R1,,,false,P60422;P60422,,;,false,94,182;183,,1.728,false,true,false,false,3,2,Between,0,0,0.001,1,,0.122,0.117,0,,0,0,,1242
83,35,pLink2_2986;pLink2_3271;pLink2_2605,P75713,,,false,P75713,,,false,25,25,,1.722,false,true,false,false,3,1,Self,0,0,0,0.999,,0,0,0,,0,0,,1656
1698,1170,pLink2_3814;pLink2_4095;pLink2_2451,P0A7W7;P0A7W7,,;,false,P0A7W1;P0A7W1,,;,false,95;100,174;166,,1.72,false,true,false,false,3,1,Between,0,0,0.001,1,,0.117,0.126,0,,0,0,,1101
82,23,pLink2_2560;pLink2_2766;pLink2_2895,P0A858;P0A858,,;,false,P0A858;P0A858,,;,false,102;106,102;106,,1.716,false,true,false,false,3,1,Self,0,0,0,0.995,,0,0,0,,0,0,,1655
1049,2723;2801,pLink2_2457;pLink2_2583;pLink2_2549,P10914,,,false,P0A9L8,,,false,128,267,,1.703,false,true,false,false,3,2,Between,0,0,0.001,0.986,,0.117,0.117,0,,0,0,,1562
1697,1196,pLink2_2150;pLink2_3420;pLink2_2785,P0AG67,,,false,P02359;P02359,,;,false,157,154;148,,1.703,false,true,false,false,3,1,Between,0,0,0.001,1,,0.122,0.117,0,,0,0,,403
81,232,pLink2_2068;pLink2_3609;pLink2_3787,P0AEU7;P0AEU7,,;,false,P0AEU7;P0AEU7,,;,false,89;86,86;83,,1.703,false,true,false,false,3,1,Self,0,0,0,1,,0,0,0,,0,0,,1610
80,16,pLink2_1939;pLink2_3043;pLink2_2705,P0A6E4,,,false,P0A6E4,,,false,10,10,,1.687,false,true,false,false,3,1,Self,0,0,0,0.998,,0,0,0,,0,0,,1653
51,119;489,pLink2_1869;pLink2_2246;pLink2_2989,P0A9P0,,,false,P0A9P0,,,false,92,92,,1.667,false,true,false,false,3,2,Self,0,0,0,0.997,,0,0,0,,0,0,,1652
876,2423;1551,pLink2_2092;pLink2_2893;pLink2_1936,P0A7S3,,,false,P0A705,,,false,116,850,,1.662,false,true,false,false,3,2,Between,0,0,0.001,0.995,,0.129,0,0,,0,0,,634
1038,1314;2777,pLink2_1597;pLink2_2524;pLink2_2523,P0A8T7,,,false,P0A8V2,,,false,52,918,,1.646,false,true,false,false,3,2,Between,0,0,0.001,0.983,,0.126,0.126,0,,0,0,,131
1696,1858,pLink2_1410;pLink2_2831;pLink2_2813,P0A7J3,,,false,P0A7K2,,,false,42,75,,1.64,false,true,false,false,3,1,Between,0,0,0.001,0.994,,0.119,0,0,,0,0,,275
730,1114;1918,pLink2_2482;pLink2_2602;pLink2_1475,P0A7S3,,,false,P0A705,,,false,116,331,,1.634,false,true,false,false,3,2,Between,0,0,0.001,0.987,,0.129,0,0,,0,0,,634
79,28,pLink2_2767;pLink2_1559;pLink2_1931,P37773,,,false,P37773,,,false,205,205,,1.616,false,true,false,false,3,1,Self,0,0,0,0.992,,0,0,0,,0,0,,1651
17,39;104,pLink2_1285;pLink2_1810;pLink2_409;pLink2_801,P23522,,,false,P23522,,,false,253,253,,1.548,false,true,false,false,4,2,Self,0,0,0,0.915,,0,0,0,,0,0,,1650
1693,999,pLink2_3204;pLink2_381;pLink2_3403,P0A6Y1;P0A6Y1,,;,false,P0A7S3,,,false,68;72,44,,1.537,false,true,false,false,3,1,Between,0,0,0.001,1,,0.134,0.129,0,,0,0,,332
192,1658;752,pLink2_2357;pLink2_3883;pLink2_154,P0A7V3,,,false,P0A6Y1,,,false,52,67,,1.484,false,true,false,false,3,2,Between,0,0,0.001,1,,0.117,0.134,0,,0,0,,171
136,1373;650,pLink2_2611;pLink2_2907;pLink2_59,P0ACF0,,,false,P0A7V3,,,false,72,91,,1.477,false,true,false,false,3,2,Between,0,0,0.001,0.996,,0.124,0.117,0,,0,0,,115
1691,1157,pLink2_1781;pLink2_1624;pLink2_1000,P0A7U3;P0A7U3,,;,false,P0ACF0,,,false,34;35,22,,1.476,false,true,false,false,3,1,Between,0,0,0.001,0.91,,0.117,0.124,0,,0,0,,141
1321,1251;3675,pLink2_1140;pLink2_928;pLink2_3558,P60422,,,false,P0ACF0,,,false,106,72,,1.471,false,true,false,false,3,2,Between,0,0,0.001,1,,0.117,0.124,0,,0,0,,322
1689,2332,pLink2_4076;pLink2_4085,P0A7K2,,,false,P0AG55,,,false,109,86,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0,0,,0,0,,399
1688,3376,pLink2_4078;pLink2_4079,P0ACF4,,,false,P0A7R1,,,false,75,94,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.122,0,,0,0,,1054
1687,1252,pLink2_3987;pLink2_4066,P0A7W7;P0A7W7,,;,false,P0A7W1;P0A7W1,,;,false,93;99,174;166,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.126,0,,0,0,,1101
1686,4020,pLink2_4067;pLink2_3986,P0A7L0,,,false,P45577,,,false,169,101,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.124,0.117,0,,0,0,,1131
1685,1924,pLink2_3999;pLink2_3991,P0A705,,,false,P0A7U3,,,false,850,92,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.117,0,,0,0,,100
1683,2543,pLink2_3955;pLink2_4006,P0A7L8,,,false,P0C018,,,false,68,17,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.117,0,,0,0,,744
1682,2810,pLink2_3898;pLink2_4033,P0A7M2,,,false,P0A7R1,,,false,62,42,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.122,0,,0,0,,227
1681,2799,pLink2_3895;pLink2_4057,P02359,,,false,P68679,,,false,181,28,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.124,0,,0,0,,1445
1680,3981,pLink2_3891;pLink2_4051,P0ACF4;P0ACF4,,;,false,P68679,,,false,66;72,28,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.124,0,,0,0,,885
1679,2869,pLink2_3937;pLink2_3893,P0A7K2,,,false,P0AG55,,,false,87,86,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0,0,,0,0,,399
1678,2744,pLink2_4000;pLink2_3871,P0A7W7,,,false,P0A7V0,,,false,28,29,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.126,0,,0,0,,1541
1676,2057,pLink2_3869;pLink2_3885,P0A7T7,,,false,P68679,,,false,45,28,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.122,0.124,0,,0,0,,1106
1675,3134,pLink2_4008;pLink2_3840,P0ACF4;P0ACF4,,;,false,P02359;P02359,,;,false,66;72,154;148,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.117,0,,0,0,,536
1674,3637,pLink2_3907;pLink2_3834,P0A7V3,,,false,P0AG67,,,false,80,450,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.122,0,,0,0,,370
1673,3884,pLink2_3850;pLink2_3789,P0A6F5,,,false,P0A817,,,false,47,287,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.124,0.126,0,,0,0,,574
1672,642,pLink2_4018;pLink2_3766,P02359,,,false,P0A7X3,,,false,11,100,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.126,0,,0,0,,586
1671,3845,pLink2_3747;pLink2_4082,P06959,,,false,P0AFG8,,,false,60,412,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.126,0,,0,0,,106
1371,2582;3331,pLink2_3968;pLink2_3729,P0A7Z4,,,false,P0AFF6,,,false,298,38,,1.414,false,true,false,false,2,2,Between,0,0.001,0.001,1,,0.126,0.126,0,,0,0,,1534
1670,3271,pLink2_3750;pLink2_3746,P0A7T7;P0A7T7,,;,false,P68679,,,false,29;35,28,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.122,0.124,0,,0,0,,1106
1365,4035;3797,pLink2_3945;pLink2_3694,P0A7R1,,,false,P0ACF4;P0ACF4,,;,false,94,66;72,,1.414,false,true,false,false,2,2,Between,0,0.001,0.001,1,,0.122,0,0,,0,0,,1054
1669,3085,pLink2_3687;pLink2_3981,P0A6Y1;P0A6Y1,,;,false,P0A7L8;P0A7L8,,;,false,68;72,4;5,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.134,0.126,0,,0,0,,1022
1668,1963,pLink2_3679;pLink2_3996,P0A8T7,,,false,P0A8V2,,,false,71,918,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.126,0,,0,0,,131
1667,3756,pLink2_3650;pLink2_4084,P0A6X7;P0A6X7,,;,false,P68679,,,false,68;65,28,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.124,0,,0,0,,1529
1666,3516,pLink2_3938;pLink2_3641,P0ACF4,,,false,P62399,,,false,5,124,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.117,0,,0,0,,773
1665,2979,pLink2_3708;pLink2_3672,P0A7M2,,,false,P0A7R1,,,false,66,42,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.122,0,,0,0,,227
1664,3106,pLink2_3959;pLink2_3631,P68679,,,false,P0ACF0,,,false,28,72,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.124,0.124,0,,0,0,,385
1663,3703,pLink2_3589;pLink2_4010,P60422;P60422,,;,false,P0ADY3,,,false,267;264,54,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.13,0,,0,0,,579
1662,1232,pLink2_3593;pLink2_3772,P0A8T7,,,false,P0A8V2,,,false,781,164,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.126,0,,0,0,,131
1661,3674,pLink2_3557;pLink2_3901,P0ADQ7,,,false,P64581,,,false,50,34,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.117,0,,0,0,,734
1660,3650,pLink2_3849;pLink2_3532,P0A8T7,,,false,P0A8V2,,,false,796,164,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.126,0,,0,0,,131
1659,2696,pLink2_3514;pLink2_3813,P0AFG6,,,false,P0AFG3,,,false,234,73,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.117,0,,0,0,,19
1658,3446,pLink2_3501;pLink2_3739,P0ACF0,,,false,P60422;P60422,,;,false,72,182;183,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.124,0.117,0,,0,0,,322
1657,1789,pLink2_3723;pLink2_3480,P0A8V2,,,false,P0A8T7,,,false,170,781,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.126,0,,0,0,,131
78,162,pLink2_3799;pLink2_3456,P17445,,,false,P17445,,,false,236,236,,1.414,false,true,false,false,2,1,Self,0,0,0,1,,0,0,0,,0,0,,1649
1656,3561,pLink2_3697;pLink2_3451,P0AEH5,,,false,P64581,,,false,43,55,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.117,0,,0,0,,85
1655,977,pLink2_3564;pLink2_3488,P0A705,,,false,P0A7X3,,,false,270,134,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.126,0,,0,0,,1517
1654,1384,pLink2_3745;pLink2_3426,P0A9P0;P0A9P0,,;,false,P0AFG6;P0AFG6,,;,false,352;337,93;97,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0,0,,0,0,,166
1653,707,pLink2_3425;pLink2_3673,P0AG55,,,false,P0A7K2,,,false,86,75,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0,0,,0,0,,399
1652,3556,pLink2_3549;pLink2_3431,P0AEH5,,,false,P64581,,,false,43,4,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.117,0,,0,0,,85
1651,3396,pLink2_3692;pLink2_3390,P02359;P02359,,;,false,P0ACF0,,,false,154;148,72,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.124,0,,0,0,,643
1650,3509,pLink2_3380;pLink2_3590,P0AFF6,,,false,P0A8V2,,,false,38,914,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.126,0,,0,0,,752
1649,1984,pLink2_3350;pLink2_3941,P02359,,,false,P0A7R9,,,false,181,84,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.124,0,,0,0,,915
1648,702,pLink2_3344;pLink2_4091,P0A6Y1;P0A6Y1,,;,false,P0A7S3;P0A7S3,,;,false,68;72,44;43,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.134,0.129,0,,0,0,,332
1647,1100,pLink2_3318;pLink2_3702,P0A7J7,,,false,P0A7K2,,,false,92,75,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.134,0,0,,0,0,,660
1646,3389,pLink2_3423;pLink2_3351,P0ACF4;P0ACF4,,;,false,P0ACF0;P0ACF0,,;,false,66;72,92;96,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.124,0,,0,0,,520
1645,3194,pLink2_3316;pLink2_3493,P0ADQ7,,,false,P64581,,,false,46,34,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.117,0,,0,0,,734
77,56,pLink2_3308;pLink2_3457,P0A6V1,,,false,P0A6V1,,,false,110,110,,1.414,false,true,false,false,2,1,Self,0,0,0,1,,0,0,0,,0,0,,1648
1644,1181,pLink2_3846;pLink2_3261,P0ACF4;P0ACF4,,;,false,P0A7V3;P0A7V3,,;,false,66;72,108;107,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.117,0,,0,0,,281
1247,3579;3427,pLink2_3454;pLink2_3284,P68679,,,false,P0AG67,,,false,28,160,,1.414,false,true,false,false,2,2,Between,0,0.001,0.001,1,,0.124,0.122,0,,0,0,,668
1643,3385,pLink2_3960;pLink2_3232,P0A8V2;P0A8V2,,;,false,P0A8T7,,,false,172;174,796,,1.414,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.126,0,,0,0,,131
1233,3549;3374,pLink2_3878;pLink2_3219,P75949,,,false,P0A6F5,,,false,309,47,,1.414,false,true,false,false,2,2,Between,0,0.001,0.001,1,,0.117,0.124,0,,0,0,,641
76,81,pLink2_3239;pLink2_3494,P77455,,,false,P77455,,,false,493,493,,1.413,false,true,false,false,2,1,Self,0,0,0,1,,0,0,0,,0,0,,1647
1642,2901,pLink2_3202;pLink2_3880,P0A6X7;P0A6X7,,;,false,P62399,,,false,68;65,124,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.117,0,,0,0,,340
1641,2761,pLink2_3336;pLink2_3291,P0A6Y1,,,false,P0AG59;P0AG59,,;,false,67,18;24,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.134,0.126,0,,0,0,,1414
1640,3354,pLink2_3198;pLink2_3922,P0A9P0,,,false,P0AFG6;P0AFG6,,;,false,289,93;97,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0,0,,0,0,,166
75,96,pLink2_3197;pLink2_3482,P0ABP8;P0ABP8,,;,false,P0ABP8;P0ABP8,,;,false,26;28,26;28,,1.413,false,true,false,false,2,1,Self,0,0,0,1,,0,0,0,,0,0,,1646
1639,2089,pLink2_3168;pLink2_3640,P0A7L0,,,false,P45577,,,false,147,101,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.124,0.117,0,,0,0,,1131
1638,2578,pLink2_3157;pLink2_3649,P0A6X7;P0A6X7,,;,false,P0AG59;P0AG59,,;,false,68;65,18;24,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.126,0,,0,0,,1498
1637,1345,pLink2_3153;pLink2_3653,P02359,,,false,P67910,,,false,181,278,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.126,0,,0,0,,396
1636,3293,pLink2_4035;pLink2_3130,P0AG55,,,false,P0A7K2,,,false,86,71,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0,0,,0,0,,399
1635,1507,pLink2_3372;pLink2_3171,P0A7R1,,,false,P0ACF0,,,false,42,72,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.122,0.124,0,,0,0,,1021
1634,3016,pLink2_3118;pLink2_3741,P0A6Y1,,,false,P0A6X7;P0A6X7,,;,false,67,68;65,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.134,0.126,0,,0,0,,262
1633,2310,pLink2_3858;pLink2_3077,P0AG55,,,false,P0A7K2,,,false,86,89,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0,0,,0,0,,399
1632,3151,pLink2_3067;pLink2_3781,P0AFG6,,,false,P0A9P0,,,false,91,256,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0,0,,0,0,,166
1631,3052,pLink2_3091;pLink2_3377,P64581,,,false,P0AEH5;P0AEH5,,;,false,55,47;44,,1.413,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0,0,,0,0,,85
1203,3404;2806,pLink2_3258;pLink2_3131,P0A8V2,,,false,P0A7Z4,,,false,914,298,,1.413,false,true,false,false,2,2,Between,0,0.001,0.001,0.999,,0.126,0.126,0,,0,0,,1155
1630,969,pLink2_3265;pLink2_3090,P0A7L8,,,false,P0C018,,,false,68,18,,1.412,false,true,false,false,2,1,Between,0,0.001,0.001,0.999,,0.126,0.117,0,,0,0,,744
1629,1799,pLink2_3447;pLink2_3030,P0AFG6,,,false,P0A9P0,,,false,152,301,,1.412,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0,0,,0,0,,166
1628,2149,pLink2_3048;pLink2_3237,P0ACF0,,,false,P0A7V3;P0A7V3,,;,false,72,108;107,,1.412,false,true,false,false,2,1,Between,0,0.001,0.001,0.999,,0.124,0.117,0,,0,0,,115
1627,2977,pLink2_3479;pLink2_2966,P02359;P02359,,;,false,P0A7U3,,,false,154;148,92,,1.412,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.117,0,,0,0,,1416
1626,2882,pLink2_2938;pLink2_3652,P0A6A8,,,false,P33224,,,false,10,476,,1.412,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.117,0,,0,0,,1485
1625,1488,pLink2_3175;pLink2_3004,P0A7J7,,,false,P0A7K2,,,false,91,75,,1.411,false,true,false,false,2,1,Between,0,0.001,0.001,0.999,,0.134,0,0,,0,0,,660
1624,2589,pLink2_3095;pLink2_3046,P0ACF0,,,false,P0A7U3,,,false,72,92,,1.411,false,true,false,false,2,1,Between,0,0.001,0.001,0.998,,0.124,0.117,0,,0,0,,141
1623,1001,pLink2_3567;pLink2_2902,P0A6X7;P0A6X7,,;,false,P0A6Y1,,,false,68;65,86,,1.411,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.134,0,,0,0,,262
1621,1294,pLink2_2888;pLink2_3312,P02359;P02359,,;,false,P0AG67,,,false,154;148,373,,1.41,false,true,false,false,2,1,Between,0,0.001,0.001,0.999,,0.117,0.122,0,,0,0,,403
1620,717,pLink2_3115;pLink2_2910,P0A6Y1,,,false,P0A6X7,,,false,5,89,,1.41,false,true,false,false,2,1,Between,0,0.001,0.001,0.998,,0.134,0.126,0,,0,0,,262
74,396,pLink2_2945;pLink2_3040,P25553,,,false,P25553,,,false,249,249,,1.41,false,true,false,false,2,1,Self,0,0,0,0.998,,0,0,0,,0,0,,1645
1619,1796,pLink2_3470;pLink2_2830,P62399,,,false,P0ACF0,,,false,124,72,,1.41,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.117,0.124,0,,0,0,,376
1120,3321;3033,pLink2_4014;pLink2_2817,P0A7Z4,,,false,P60240,,,false,298,134,,1.41,false,true,false,false,2,2,Between,0,0.001,0.001,1,,0.126,0.124,0,,0,0,,762
1618,697,pLink2_3185;pLink2_2866,P0A6Y8,,,false,P09372,,,false,119,201,,1.41,false,true,false,false,2,1,Between,0,0.001,0.001,0.999,,0.126,0.117,0,,0,0,,421
1617,1006,pLink2_2814;pLink2_3663,P0A7N4,,,false,P0AG44,,,false,46,123,,1.41,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.119,0,,0,0,,36
1616,1758,pLink2_3254;pLink2_2851,P77522,,,false,P77689,,,false,394,45,,1.41,false,true,false,false,2,1,Between,0,0.001,0.001,0.999,,0.117,0.124,0,,0,0,,1475
1615,2798,pLink2_2796;pLink2_3453,P02358;P02358,,;,false,P0A7T7;P0A7T7,,;,false,114;116,29;35,,1.409,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.122,0,,0,0,,284
1614,1748,pLink2_3210;pLink2_2818,P0A9P0,,,false,P0AFG6,,,false,289,155,,1.409,false,true,false,false,2,1,Between,0,0.001,0.001,0.999,,0,0,0,,0,0,,166
1613,2506,pLink2_2770;pLink2_4004,P0A6X7;P0A6X7,,;,false,P0A6Y1;P0A6Y1,,;,false,68;65,68;72,,1.409,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.134,0,,0,0,,262
1612,829,pLink2_2802;pLink2_3136,P0A7J3,,,false,P0A7K2,,,false,108,75,,1.408,false,true,false,false,2,1,Between,0,0.001,0.001,0.999,,0.119,0,0,,0,0,,275
1611,2320,pLink2_3837;pLink2_2750,P0A6Y1;P0A6Y1,,;,false,P0A7V3,,,false,68;72,52,,1.408,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.134,0.117,0,,0,0,,171
1610,1876,pLink2_2758;pLink2_3442,P0ACF4;P0ACF4,,;,false,P0ACF0;P0ACF0,,;,false,66;72,88;92,,1.408,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0,0.124,0,,0,0,,520
1609,2186,pLink2_2719;pLink2_3282,P0ACF4;P0ACF4,,;,false,P62399,,,false,66;72,124,,1.407,false,true,false,false,2,1,Between,0,0.001,0.001,0.999,,0,0.117,0,,0,0,,773
1086,3658;2056,pLink2_3541;pLink2_2699,P0A7R1,,,false,P0AG30,,,false,94,188,,1.407,false,true,false,false,2,2,Between,0,0.001,0.001,1,,0.122,0.067,0,,0,0,,1467
1608,2980,pLink2_2801;pLink2_2961,P0ACF4;P0ACF4,,;,false,P0AG59;P0AG59,,;,false,66;72,18;24,,1.407,false,true,false,false,2,1,Between,0,0.001,0.001,0.997,,0,0.126,0,,0,0,,524
73,6,pLink2_2662;pLink2_3964,P0A7E5,,,false,P0A7E5,,,false,434,434,,1.407,false,true,false,false,2,1,Self,0,0,0,1,,0,0,0,,0,0,,1644
1093,3247;2621,pLink2_3081;pLink2_2718,P0A7S3,,,false,P0C018,,,false,116,17,,1.407,false,true,false,false,2,2,Between,0,0.001,0.001,0.998,,0.129,0.117,0,,0,0,,404
1607,1147,pLink2_2652;pLink2_3798,P0A6X7;P0A6X7,,;,false,P0A7V3,,,false,68;65,52,,1.406,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0.117,0,,0,0,,1061
1606,1407,pLink2_2720;pLink2_3009,P0ACF0,,,false,P0A7V8,,,false,72,80,,1.406,false,true,false,false,2,1,Between,0,0.001,0.001,0.997,,0.124,0.122,0,,0,0,,146
1605,2942,pLink2_2710;pLink2_2977,P64581,,,false,P0ADQ7,,,false,55,60,,1.405,false,true,false,false,2,1,Between,0,0.001,0.001,0.997,,0.117,0,0,,0,0,,734
1604,1494,pLink2_2614;pLink2_3224,P0AG55,,,false,P0A7K2,,,false,30,75,,1.405,false,true,false,false,2,1,Between,0,0.001,0.001,0.999,,0,0,0,,0,0,,399
1603,801,pLink2_3422;pLink2_2567,P0A7R1,,,false,P0A7M2,,,false,42,50,,1.404,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.122,0.117,0,,0,0,,227
1602,2818,pLink2_3393;pLink2_2568,P0A7R5,,,false,P0AG67,,,false,43,450,,1.404,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.122,0.122,0,,0,0,,565
1600,2752,pLink2_4096;pLink2_2492,P0A7V0,,,false,P0ACF4,,,false,14,14,,1.401,false,true,false,false,2,1,Between,0,0.001,0.001,1,,0.126,0,0,,0,0,,542
