LinkID,PeptidePairIDs,PSMIDs,Protein1,Name1,Description1,Decoy1,Protein2,Name2,Description2,Decoy2,fromSite,ToSite,Croslinkers,Score,isDecoy,isTT,isTD,isDD,count PSMs,count peptide pairs,fdrGroup,fdr,ifdr,PEP,,,Protein1FDR,Protein2FDR,PPIFDR,,top pep fdr,top psm fdr,,PPI id
1351,431,pLink2_2717;pLink2_2980;pLink2_3319,P0AG67,,,false,P02359,,,false,157,154,,1.728,false,true,false,false,3,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,179
1177,2018;923,pLink2_2624;pLink2_1726;pLink2_1530;pLink2_897,P0A7V3;P0A7V3,,;,false,P0A7V0,,,false,245;239,140,,1.727,false,true,false,false,4,2,Between,-0.01,-0.01,-0.006,0.991,,0.215,0.215,-0.019,,-0.01,-0.004,,184
1350,862,pLink2_2542;pLink2_2859;pLink2_2867,P0A7L8,,,false,P0C018,,,false,68,17,,1.721,false,true,false,false,3,1,Between,-0.01,-0.01,-0.006,0.997,,0.215,0.215,-0.019,,-0.01,-0.004,,875
1349,466,pLink2_2841;pLink2_3214;pLink2_2412,P0A7T7,,,false,P02358,,,false,35,114,,1.718,false,true,false,false,3,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,438
1348,549,pLink2_2258;pLink2_3109;pLink2_3225,P0AG67,,,false,P0A7R9,,,false,230,84,,1.712,false,true,false,false,3,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,573
1346,472,pLink2_2097;pLink2_3221;pLink2_3270,P0A836;P0A836,,;,false,P0AGE9,,,false,156;145,267,,1.701,false,true,false,false,3,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,176
1345,454,pLink2_2081;pLink2_3329;pLink2_3194,P0A7W7;P0A7W7,,;,false,P0A7W1,,,false,95;100,174,,1.699,false,true,false,false,3,1,Between,-0.01,-0.01,-0.006,1,,0.169,0.215,-0.019,,-0.01,-0.004,,527
44,193,pLink2_1623;pLink2_3107;pLink2_2404,P75713,,,false,P75713,,,false,25,25,,1.647,false,true,false,false,3,1,Self,0,0,0,1,,0,0,0,,0,0,,1309
836,1439;2190,pLink2_3080;pLink2_1767;pLink2_1931,P0ACF0,,,false,P62399,,,false,72,124,,1.631,false,true,false,false,3,2,Between,-0.01,-0.01,-0.006,1,,0.215,0.169,-0.019,,-0.01,-0.004,,58
772,1313;1984,pLink2_2396;pLink2_1646;pLink2_1684,P0A7J3,,,false,P0A7K2;P0A7K2,,;,false,42,70;75,,1.58,false,true,false,false,3,2,Between,-0.01,-0.01,-0.006,0.977,,0.215,0.169,-0.019,,-0.01,-0.004,,115
624,1479;1573,pLink2_3201;pLink2_1966;pLink2_1207,P0AG30,,,false,P60422,,,false,293,106,,1.567,false,true,false,false,3,2,Between,-0.01,-0.01,-0.006,1,,0.111,0.169,-0.019,,-0.01,-0.004,,1246
534,636;432,pLink2_212;pLink2_1373;pLink2_2500;pLink2_977,P68066,,,false,P09373,,,false,95,68,,1.553,false,true,false,false,4,2,Between,-0.01,-0.01,-0.006,0.985,,0.215,0.215,-0.019,,-0.01,-0.004,,105
1344,948,pLink2_621;pLink2_3015;pLink2_2817,P02359,,,false,P0AG67,,,false,181,157,,1.548,false,true,false,false,3,1,Between,-0.01,-0.01,-0.006,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,179
43,174,pLink2_1698;pLink2_1473;pLink2_2155,P37773,,,false,P37773,,,false,205,205,,1.545,false,true,false,false,3,1,Self,0,0,0,0.952,,0,0,0,,0,0,,1308
728,1664;1854,pLink2_1410;pLink2_2473;pLink2_1535,P0ACF4,,,false,P0A7S3,,,false,72,116,,1.538,false,true,false,false,3,2,Between,-0.01,-0.01,-0.006,0.983,,0.215,0.22,-0.019,,-0.01,-0.004,,679
915,1108;2460,pLink2_684;pLink2_1818;pLink2_2246,P0ACF0,,,false,P0AG59,,,false,72,24,,1.475,false,true,false,false,3,2,Between,-0.01,-0.01,-0.006,0.963,,0.215,0.215,-0.019,,-0.01,-0.004,,1075
1341,1064,pLink2_1993;pLink2_2068;pLink2_632,P0A8V2;P0A8V2,,;,false,P0A8T7,,,false,172;174,1140,,1.471,false,true,false,false,3,1,Between,-0.01,-0.01,-0.006,0.941,,0.215,0.215,-0.019,,-0.01,-0.004,,16
891,1152;524,pLink2_733;pLink2_1536;pLink2_973;pLink2_597,P0A7V3;P0A7V3,,;,false,P0A7V0,,,false,245;239,142,,1.438,false,true,false,false,4,2,Between,-0.01,-0.01,-0.006,0.85,,0.215,0.215,-0.019,,-0.01,-0.004,,184
1340,3393,pLink2_3299;pLink2_3273,P69797,,,false,P09884,,,false,186,434,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,951
1339,3149,pLink2_3211;pLink2_3322,P29745,,,false,P09373,,,false,182,616,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,342
1338,935,pLink2_3203;pLink2_3335,P0A7W7;P0A7W7,,;,false,P0A7W1,,,false,93;99,174,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.169,0.215,-0.019,,-0.01,-0.004,,527
1337,481,pLink2_3199;pLink2_3311,P02359,,,false,P0A7X3,,,false,11,100,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,410
1336,1568,pLink2_3198;pLink2_3326,P0A7K2;P0A7K2,,;,false,P0AG55,,,false,87;84,86,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.169,0,-0.019,,-0.01,-0.004,,244
1333,528,pLink2_3141;pLink2_3320,P0A836;P0A836,,;,false,P0AGE9,,,false,156;145,268,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,176
1332,3132,pLink2_3261;pLink2_3138,P0A7V0,,,false,P0ACF4,,,false,14,26,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,1165
1331,2169,pLink2_3101;pLink2_3295,P09373,,,false,P29745,,,false,616,285,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,342
1330,574,pLink2_3232;pLink2_3087,P0A7W7;P0A7W7,,;,false,P0A7W1,,,false,90;95,174,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.169,0.215,-0.019,,-0.01,-0.004,,527
1329,1724,pLink2_3068;pLink2_3308,P0ACF4,,,false,P0ACF0;P0ACF0,,;,false,72,92;96,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,340
1328,3187,pLink2_3060;pLink2_3289,P0ACF4,,,false,P0A7R1,,,false,75,94,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,924
1327,2798,pLink2_3148;pLink2_3067,P0AG67,,,false,P02359,,,false,230,154,,1.414,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,179
1326,664,pLink2_3271;pLink2_2986,P0A705,,,false,P0A7V3,,,false,219,108,,1.413,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,280
1325,3116,pLink2_2984;pLink2_3259,P0ADQ7,,,false,P64581,,,false,50,34,,1.413,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0,-0.019,,-0.01,-0.004,,372
1324,3092,pLink2_2960;pLink2_3336,P0ACF4,,,false,P02358,,,false,72,94,,1.413,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,495
1323,839,pLink2_2913;pLink2_3303,P0A7T7,,,false,P68679;P68679,,;,false,35,24;28,,1.413,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,504
1037,3302;3039,pLink2_3179;pLink2_2906,P0A7R1,,,false,P0ACF4,,,false,94,72,,1.413,false,true,false,false,2,2,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,924
1322,2727,pLink2_2997;pLink2_2939,P0A7K2,,,false,P0AG55,,,false,71,86,,1.412,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.999,,0.169,0,-0.019,,-0.01,-0.004,,244
1321,611,pLink2_3278;pLink2_2870,P0A786,,,false,P0A7F3,,,false,189,143,,1.412,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.169,-0.019,,-0.01,-0.004,,1190
1320,474,pLink2_2832;pLink2_3233,P0A8T7,,,false,P0A8V2;P0A8V2,,;,false,71,913;918,,1.412,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,16
1319,2423,pLink2_2688;pLink2_3333,P0A7M2,,,false,P0A7R1,,,false,62,42,,1.41,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.163,0.215,-0.019,,-0.01,-0.004,,717
1318,1381,pLink2_2748;pLink2_2938,P08312;P08312,,;,false,P07395,,,false,74;75,672,,1.409,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.998,,0.169,0.05,-0.019,,-0.01,-0.004,,786
1317,2579,pLink2_2650;pLink2_3185,P0A7K2;P0A7K2,,;,false,P0AG55,,,false,121;109,86,,1.408,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.169,0,-0.019,,-0.01,-0.004,,244
1316,2800,pLink2_2646;pLink2_3245,P09373,,,false,P0AD33,,,false,692,67,,1.408,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,1031
1314,1640,pLink2_2776;pLink2_2714,P0A7K2,,,false,P0AG55,,,false,89,86,,1.407,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.995,,0.169,0,-0.019,,-0.01,-0.004,,244
1313,2404,pLink2_2653;pLink2_2871,P69908,,,false,P69910,,,false,24,4,,1.407,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.997,,0.215,0.111,-0.019,,-0.01,-0.004,,1214
1312,570,pLink2_2573;pLink2_3173,P08312;P08312,,;,false,P07395;P07395,,;,false,74;75,746;748,,1.406,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.169,0.05,-0.019,,-0.01,-0.004,,786
1311,550,pLink2_2558;pLink2_3227,P0AG55,,,false,P0A7K2;P0A7K2,,;,false,86,70;75,,1.405,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0,0.169,-0.019,,-0.01,-0.004,,244
1310,982,pLink2_2551;pLink2_3078,P0A7W7,,,false,P0A7V0,,,false,28,29,,1.405,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.169,0.215,-0.019,,-0.01,-0.004,,1211
1309,1471,pLink2_2510;pLink2_3293,P0AG67,,,false,P0A7R9,,,false,231,84,,1.404,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,573
1308,1662,pLink2_2484;pLink2_3098,P60422;P60422,,;,false,P0ADY3,,,false,182;183,54,,1.403,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.169,0.22,-0.019,,-0.01,-0.004,,804
1306,2254,pLink2_2689;pLink2_2560,P0A7L0,,,false,P45577,,,false,169,101,,1.401,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.993,,0.215,0.215,-0.019,,-0.01,-0.004,,961
1305,2364,pLink2_2466;pLink2_2927,P0A8T7,,,false,P0A8V2,,,false,797,164,,1.401,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.998,,0.215,0.215,-0.019,,-0.01,-0.004,,16
1304,450,pLink2_2897;pLink2_2455,P0A786,,,false,P0A7F3,,,false,177,146,,1.4,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.998,,0.215,0.169,-0.019,,-0.01,-0.004,,1190
1302,2574,pLink2_2378;pLink2_3002,P0AG67,,,false,P0A7V3,,,false,551,80,,1.397,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,166
1299,2637,pLink2_2460;pLink2_2606,P0A7Z4,,,false,P0A8T7,,,false,297,11,,1.395,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.99,,0.215,0.215,-0.019,,-0.01,-0.004,,524
1298,1603,pLink2_2350;pLink2_2976,P0ACF4,,,false,P02359,,,false,72,154,,1.395,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,530
1297,647,pLink2_2393;pLink2_2727,P0C018,,,false,P0A7X3,,,false,17,100,,1.394,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.994,,0.215,0.215,-0.019,,-0.01,-0.004,,1202
1296,2598,pLink2_2408;pLink2_2671,P0A705,,,false,P0A7U3,,,false,756,92,,1.394,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.993,,0.215,0.163,-0.019,,-0.01,-0.004,,139
1295,2569,pLink2_2373;pLink2_2695,P06959,,,false,P0AFG8,,,false,60,412,,1.392,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.993,,0.215,0.215,-0.019,,-0.01,-0.004,,508
1294,2417,pLink2_2329;pLink2_2908,P0A6T5,,,false,P0A9G6,,,false,136,315,,1.392,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.998,,0.169,0.215,-0.019,,-0.01,-0.004,,1199
1293,1279,pLink2_2294;pLink2_3216,P0A6X7,,,false,P62399,,,false,68,124,,1.392,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.169,-0.019,,-0.01,-0.004,,49
1292,1937,pLink2_2747;pLink2_2336,P31663,,,false,P07024,,,false,271,358,,1.391,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.995,,0.215,0.117,-0.019,,-0.01,-0.004,,1197
1291,467,pLink2_2495;pLink2_2441,P0AD59,,,false,P0C018,,,false,48,90,,1.39,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.984,,0.215,0.215,-0.019,,-0.01,-0.004,,1196
1290,2095,pLink2_2506;pLink2_2425,P98073,,,false,Q8TCS8,,,false,792,106,,1.389,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.985,,0.215,0.215,-0.019,,-0.01,-0.004,,1195
1289,2434,pLink2_2456;pLink2_2452,P0A7M2,,,false,P0A7R1,,,false,66,42,,1.389,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.982,,0.163,0.215,-0.019,,-0.01,-0.004,,717
1288,994,pLink2_2461;pLink2_2424,P0A8T7,,,false,P0A8V2,,,false,781,164,,1.387,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.982,,0.215,0.215,-0.019,,-0.01,-0.004,,16
1287,2466,pLink2_2253;pLink2_2862,P0AFW2,,,false,P02359,,,false,27,154,,1.387,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.997,,0.215,0.215,-0.019,,-0.01,-0.004,,411
42,0,pLink2_51;pLink2_1504;pLink2_2691,P0AEU7;P0AEU7,,;,false,P0AEU7;P0AEU7,,;,false,89;86,86;83,,1.385,false,true,false,false,3,1,Self,0,0,0,0.993,,0,0,0,,0,0,,1288
1286,1181,pLink2_2269;pLink2_2680,P0A7T7,,,false,P0A7S3,,,false,35,44,,1.385,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.993,,0.215,0.22,-0.019,,-0.01,-0.004,,1191
1285,1661,pLink2_2203;pLink2_3302,P0A786,,,false,P0A7F3,,,false,189,144,,1.384,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.169,-0.019,,-0.01,-0.004,,1190
1284,969,pLink2_2264;pLink2_2635,P0A705,,,false,P0A7U3,,,false,850,92,,1.384,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.991,,0.215,0.163,-0.019,,-0.01,-0.004,,139
41,194,pLink2_2372;pLink2_2409,P0ABK5,,,false,P0ABK5,,,false,4,4,,1.381,false,true,false,false,2,1,Self,0,0,0,0.978,,0,0,0,,0,0,,1306
1283,747,pLink2_3187;pLink2_2149,P0AG55,,,false,P0A7K2;P0A7K2,,;,false,30,70;75,,1.381,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0,0.169,-0.019,,-0.01,-0.004,,244
1282,671,pLink2_3296;pLink2_2145,P0AES4,,,false,P0AES6,,,false,260,439,,1.38,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.117,0.111,-0.019,,-0.01,-0.004,,116
1281,858,pLink2_1737;pLink2_1645;pLink2_415,P0A8V2;P0A8V2,,;,false,P0A8T7,,,false,172;174,796,,1.379,false,true,false,false,3,1,Between,-0.01,-0.01,-0.006,0.892,,0.215,0.215,-0.019,,-0.01,-0.004,,16
1279,459,pLink2_2132;pLink2_3246,P0AGE9,,,false,P0A836,,,false,51,177,,1.379,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,176
1277,1641,pLink2_2521;pLink2_2225,P60624,,,false,P60723,,,false,49,109,,1.376,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.986,,0.05,0.215,-0.019,,-0.01,-0.004,,572
1276,2344,pLink2_2109;pLink2_3036,P0A7R5,,,false,P0AG67,,,false,91,450,,1.376,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,722
1275,2425,pLink2_2546;pLink2_2207,P21177,,,false,P21151,,,false,602,19,,1.375,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.987,,0,0.215,-0.019,,-0.01,-0.004,,1182
40,14,pLink2_2429;pLink2_2247,P52643,,,false,P52643,,,false,261,261,,1.374,false,true,false,false,2,1,Self,0,0,0,0.98,,0,0,0,,0,0,,1305
39,12,pLink2_2094;pLink2_2753,P05042,,,false,P05042,,,false,43,43,,1.372,false,true,false,false,2,1,Self,0,0,0,0.995,,0,0,0,,0,0,,1304
1274,410,pLink2_2120;pLink2_2598,P0A7N4,,,false,P0AG44,,,false,46,123,,1.371,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.99,,0.215,0.215,-0.019,,-0.01,-0.004,,775
177,2193;1635;617,pLink2_2687;pLink2_1286;pLink2_192,P0A7S3,,,false,P0A705,,,false,44,260,,1.371,false,true,false,false,3,3,Between,-0.01,-0.01,-0.006,0.993,,0.22,0.215,-0.019,,-0.01,-0.004,,140
1273,2372,pLink2_2472;pLink2_2143,P0ACF4,,,false,P0A7T7,,,false,75,35,,1.368,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.983,,0.215,0.215,-0.019,,-0.01,-0.004,,855
1272,567,pLink2_2427;pLink2_2163,P60293,,,false,P22523,,,false,17,1396,,1.367,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.98,,0.215,0,-0.019,,-0.01,-0.004,,594
1271,716,pLink2_2023;pLink2_2730,P0A8V2,,,false,P0A8T7,,,false,1249,781,,1.366,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.994,,0.215,0.215,-0.019,,-0.01,-0.004,,16
1270,446,pLink2_1987;pLink2_3074,P0A7V3,,,false,P0A7V0,,,false,233,140,,1.366,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,184
1268,492,pLink2_2511;pLink2_2101,P0A6X7,,,false,P0A6Y1,,,false,94,5,,1.365,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.986,,0.215,0.223,-0.019,,-0.01,-0.004,,461
1267,2005,pLink2_2274;pLink2_2257,P02359,,,false,P0A7R9,,,false,181,80,,1.365,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.966,,0.215,0.215,-0.019,,-0.01,-0.004,,1015
1266,2228,pLink2_1973;pLink2_3159,P02359,,,false,P68679,,,false,181,29,,1.365,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,1097
1265,859,pLink2_2100;pLink2_2504,P0A836,,,false,P0AGE9,,,false,224,258,,1.365,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.985,,0.215,0.215,-0.019,,-0.01,-0.004,,176
1263,1941,pLink2_1947;pLink2_3095,P02359,,,false,P0A7R9,,,false,181,84,,1.363,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,1,,0.215,0.215,-0.019,,-0.01,-0.004,,1015
1262,1117,pLink2_1581;pLink2_1442;pLink2_694,P0A7L0,,,false,P45577,,,false,171,101,,1.362,false,true,false,false,3,1,Between,-0.01,-0.01,-0.006,0.859,,0.215,0.215,-0.019,,-0.01,-0.004,,961
1260,1743,pLink2_2973;pLink2_1932,P0AFG3,,,false,P0AFG6,,,false,834,97,,1.361,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.999,,0.215,0,-0.019,,-0.01,-0.004,,98
1259,1253,pLink2_2235;pLink2_2191,P0A7K2;P0A7K2,,;,false,P0AG55,,,false,87;84,30,,1.356,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.962,,0.169,0,-0.019,,-0.01,-0.004,,244
38,3,pLink2_1877;pLink2_3324,P17445,,,false,P17445,,,false,236,236,,1.356,false,true,false,false,2,1,Self,0,0,0,1,,0,0,0,,0,0,,1303
37,24,pLink2_2051;pLink2_2381,P0A6E4,,,false,P0A6E4,,,false,10,10,,1.355,false,true,false,false,2,1,Self,0,0,0,0.976,,0,0,0,,0,0,,1302
36,42,pLink2_2152;pLink2_2229,P60560,,,false,P60560,,,false,15,15,,1.353,false,true,false,false,2,1,Self,0,0,0,0.961,,0,0,0,,0,0,,1301
1258,1472,pLink2_1844;pLink2_2924,P0A7T7,,,false,P68679;P68679,,;,false,45,24;28,,1.351,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.998,,0.215,0.215,-0.019,,-0.01,-0.004,,504
1257,463,pLink2_1876;pLink2_2587,P0A6Y8,,,false,P09372,,,false,119,201,,1.348,false,true,false,false,2,1,Between,-0.01,-0.01,-0.006,0.99,,0.215,0.215,-0.019,,-0.01,-0.004,,484
1256,1848,pLink2_3043;pLink2_1772,P0ACF4,,,false,P0A7V0,,,false,14,14,,1.344,false,true,false,false,2,1,Between,-0.01,-0.01,-0.007,0.999,,0.215,0.215,-0.019,,-0.01,-0.004,,1165
776,3382;1999,pLink2_3325;pLink2_1703,P0A6F5,,,false,P75949,,,false,47,309,,1.336,false,true,false,false,2,2,Between,-0.01,-0.01,-0.007,1,,0.215,0.215,-0.019,,-0.01,-0.004,,325
795,2731;2043,pLink2_2568;pLink2_1755,P0A7S3,,,false,P0A705,,,false,44,267,,1.333,false,true,false,false,2,2,Between,-0.01,-0.01,-0.007,0.988,,0.22,0.215,-0.019,,-0.01,-0.004,,140
1252,1936,pLink2_3149;pLink2_1668,P62399,,,false,P0ACF4,,,false,124,5,,1.331,false,true,false,false,2,1,Between,-0.01,-0.01,-0.007,1,,0.169,0.215,-0.019,,-0.01,-0.004,,367
1251,939,pLink2_1690;pLink2_2672,P0A707,,,false,P0A7U3,,,false,180,92,,1.329,false,true,false,false,2,1,Between,-0.01,-0.01,-0.007,0.993,,0.215,0.163,-0.019,,-0.01,-0.004,,1161
35,45,pLink2_1980;pLink2_2084,P77455,,,false,P77455,,,false,493,493,,1.325,false,true,false,false,2,1,Self,0,0,0,0.943,,0,0,0,,0,0,,1300
1250,436,pLink2_2036;pLink2_1357;pLink2_39,P77674,,,false,P77689,,,false,344,313,,1.325,false,true,false,false,3,1,Between,-0.01,-0.01,-0.007,0.938,,0.117,0.215,-0.019,,-0.01,-0.004,,197
1249,1929,pLink2_1618;pLink2_2698,P0A6F5;P0A6F5,,;,false,P0A817,,,false,275;271,375,,1.32,false,true,false,false,2,1,Between,-0.01,-0.01,-0.007,0.994,,0.215,0.215,-0.019,,-0.01,-0.004,,546
744,1094;1901,pLink2_3241;pLink2_1587,P0ACF0,,,false,P0A7S3,,,false,72,44,,1.319,false,true,false,false,2,2,Between,-0.01,-0.01,-0.007,1,,0.215,0.22,-0.019,,-0.01,-0.004,,99
